,idx,energy,cnt_yellow_thr_105,variance_105,cnt_yellow_thr_120,variance_120
949,2826,6,77,26,0,0
950,2830,6,90,32,0,0
951,2835,6,147,54,0,0
952,2837,6,156,55,0,0
953,2838,6,144,61,0,0
954,2844,6,101,41,0,0
955,2847,6,70,25,0,0
956,2849,6,113,42,0,0
957,2854,6,159,62,0,0
958,2855,6,154,64,0,0
959,2859,6,197,79,0,0
960,2862,6,131,47,0,0
961,2863,6,195,81,0,0
962,2865,6,134,47,0,0
963,2871,6,87,25,0,0
964,2872,6,169,65,0,0
965,2876,6,156,56,0,0
966,2878,6,163,58,0,0
967,2882,6,189,94,0,0
968,2883,6,186,72,0,0
969,2886,6,170,63,0,0
970,2892,6,182,71,0,0
971,2893,6,136,51,0,0
972,2895,6,174,65,0,0
973,2897,6,138,59,0,0
974,2900,6,119,35,0,0
975,2902,6,161,76,0,0
976,2903,6,191,75,0,0
977,2905,6,177,66,0,0
978,2914,6,149,61,0,0
979,2915,6,184,68,0,0
980,2916,6,175,68,0,0
981,2917,6,183,74,0,0
982,2920,6,141,49,0,0
983,2922,6,126,40,0,0
984,2925,6,183,71,0,0
985,2927,6,156,72,0,0
986,2932,6,120,49,0,0
987,2933,6,117,60,0,0
988,2937,6,157,61,0,0
989,2938,6,151,58,0,0
990,2945,6,158,58,0,0
991,2949,6,144,52,0,0
992,2950,6,117,45,0,0
993,2958,6,177,73,0,0
994,2964,6,189,70,0,0
995,2965,6,151,58,0,0
996,2966,6,73,24,0,0
997,2967,6,168,62,0,0
998,2969,6,138,51,0,0
999,2970,6,159,58,0,0
1000,2984,6,156,65,0,0
1001,2985,6,161,68,0,0
1002,2990,6,85,30,0,0
1003,2991,6,189,77,0,0
1004,2993,6,143,59,0,0
1005,2994,6,145,53,0,0
1006,2996,6,173,88,0,0
1007,3001,6,192,73,0,0
1008,3002,6,135,54,0,0
1009,3003,6,211,85,0,0
1010,3006,6,68,27,0,0
1011,3009,6,135,53,0,0
1012,3014,6,149,53,0,0
1013,3017,6,103,36,0,0
1014,3019,6,113,39,0,0
1015,3022,6,121,46,0,0
1016,3023,6,57,19,0,0
1017,3025,6,154,61,0,0
1018,3029,6,134,54,0,0
1019,3034,6,110,35,0,0
1020,3035,6,183,69,0,0
1021,3036,6,134,58,0,0
1022,3037,6,106,42,0,0
1023,3039,6,132,52,0,0
1024,3040,6,129,44,0,0
1025,3045,6,126,51,0,0
1026,3048,6,161,63,0,0
1027,3053,6,174,67,0,0
1028,3057,6,113,40,0,0
1029,3058,6,148,66,0,0
1030,3061,6,211,81,0,0
1031,3066,6,187,72,0,0
1032,3067,6,128,52,0,0
1033,3074,6,109,38,0,0
1034,3079,6,163,67,0,0
1035,3083,6,194,82,0,0
1036,3085,6,97,35,0,0
1037,3086,6,168,64,0,0
1038,3096,6,167,64,0,0
1039,3097,6,81,34,0,0
1040,3099,6,174,71,0,0
1041,3110,6,241,104,0,0
1042,3113,6,164,67,0,0
1043,3120,6,153,58,0,0
1044,3121,6,104,37,0,0
1045,3123,6,118,46,0,0
1046,3124,6,156,60,0,0
1047,3129,6,191,82,0,0
1048,3130,6,199,82,0,0
1049,3135,6,111,43,0,0
1050,3138,6,150,59,0,0
1051,3139,6,199,84,0,0
1052,3140,6,149,62,0,0
1053,3141,6,122,48,0,0
1054,3149,6,117,53,0,0
1055,3151,6,155,60,0,0
1056,3152,6,147,57,0,0
1057,3156,6,94,36,0,0
1058,3160,6,88,35,0,0
1059,3164,6,123,37,0,0
1060,3167,6,76,26,0,0
1061,3169,6,169,64,0,0
1062,3171,6,118,39,0,0
1063,3173,6,175,77,0,0
1064,3174,6,127,51,0,0
1065,3176,6,96,44,0,0
1066,3177,6,154,60,0,0
1067,3179,6,146,54,0,0
1068,3183,6,151,52,0,0
1069,3185,6,154,64,0,0
1070,3187,6,103,40,0,0
1071,3189,6,147,55,0,0
1072,3191,6,159,62,0,0
1073,3195,6,162,65,0,0
1074,3197,6,147,55,0,0
1075,3199,6,206,88,0,0
1076,3200,6,146,54,0,0
1077,3206,6,140,52,0,0
1078,3207,6,166,69,0,0
1079,3208,6,148,61,0,0
1080,3210,6,155,60,0,0
1081,3217,6,170,63,0,0
1082,3220,6,66,19,0,0
1083,3221,6,120,42,0,0
1084,3222,6,198,76,0,0
1085,3223,6,123,45,0,0
1086,3224,6,133,53,0,0
1087,3225,6,173,71,0,0
1088,3233,6,196,71,0,0
1089,3234,6,189,82,0,0
1090,3235,6,150,54,0,0
1091,3240,6,170,68,0,0
1092,3241,6,69,23,0,0
1093,3251,6,124,45,0,0
1094,3254,6,148,56,0,0
1095,3257,6,114,42,0,0
1096,3258,6,91,30,0,0
1097,3260,6,150,51,0,0
1098,3265,6,183,80,0,0
1099,3267,6,216,94,0,0
1100,3275,6,112,45,0,0
1101,3277,6,167,62,0,0
1102,3278,6,168,61,0,0
1103,3282,6,169,68,0,0
1104,3283,6,133,46,0,0
1105,3284,6,182,81,0,0
1106,3286,6,243,105,0,0
1107,3287,6,91,31,0,0
1108,3288,6,177,72,0,0
1109,3290,6,138,51,0,0
1110,3293,6,165,61,0,0
1111,3294,6,132,44,0,0
1112,3295,6,132,52,0,0
1113,3296,6,179,78,0,0
1114,3304,6,124,41,0,0
1115,3306,6,146,63,0,0
1116,3307,6,100,39,0,0
1117,3309,6,80,32,0,0
1118,3310,6,172,63,0,0
1119,3312,6,174,66,0,0
1120,3314,6,219,87,0,0
1121,3316,6,98,30,0,0
1122,3317,6,93,33,0,0
1123,3319,6,225,89,0,0
1124,3324,6,143,52,0,0
1125,3327,6,98,38,0,0
1126,3328,6,187,84,0,0
1127,3330,6,122,45,0,0
1128,3331,6,137,50,0,0
1129,3332,6,203,87,0,0
1130,3335,6,166,66,0,0
1131,3336,6,103,35,0,0
1132,3346,6,177,67,0,0
1133,3348,6,169,63,0,0
1134,3352,6,60,25,0,0
1135,3356,6,104,36,0,0
1136,3357,6,176,68,0,0
1137,3359,6,160,64,0,0
1138,3362,6,169,59,0,0
1139,3363,6,177,70,0,0
1140,3364,6,154,50,0,0
1141,3367,6,125,47,0,0
1142,3375,6,114,37,0,0
1143,3378,6,126,56,0,0
1144,3381,6,119,48,0,0
1145,3383,6,163,62,0,0
1146,3392,6,201,73,0,0
1147,3395,6,132,45,0,0
1148,3397,6,154,62,0,0
1149,3398,6,158,57,0,0
1150,3401,6,198,78,0,0
1151,3403,6,184,70,0,0
1152,3405,6,190,72,0,0
1153,3408,6,173,70,0,0
1154,3409,6,125,52,0,0
1155,3410,6,135,52,0,0
1156,3412,6,106,40,0,0
1157,3413,6,205,72,0,0
1158,3416,6,96,42,0,0
1159,3417,6,115,38,0,0
1160,3419,6,206,88,0,0
1161,3423,6,165,68,0,0
1162,3424,6,198,84,0,0
1163,3427,6,115,38,0,0
1164,3428,6,178,69,0,0
1165,3429,6,149,58,0,0
1166,3431,6,67,22,0,0
1167,3449,6,211,89,0,0
1168,3450,6,145,54,0,0
1169,3457,6,114,46,0,0
1170,3461,6,175,64,0,0
1171,3462,6,138,54,0,0
1172,3467,6,177,63,0,0
1173,3469,6,193,76,0,0
1174,3470,6,112,46,0,0
1175,3472,6,120,51,0,0
1176,3475,6,169,66,0,0
1177,3476,6,198,78,0,0
1178,3480,6,81,34,0,0
1179,3481,6,153,58,0,0
1180,3489,6,155,62,0,0
1181,3491,6,155,64,0,0
1182,3492,6,123,48,0,0
1183,3495,6,85,28,0,0
1184,3499,6,83,32,0,0
1185,3500,6,91,33,0,0
1186,3505,6,111,46,0,0
1187,3508,6,215,79,0,0
1188,3509,6,150,59,0,0
1189,3514,6,63,18,0,0
1190,3515,6,145,52,0,0
1191,3516,6,140,54,0,0
1192,3519,6,91,42,0,0
1193,3520,6,177,65,0,0
1194,3521,6,111,39,0,0
1195,3528,6,118,49,0,0
1196,3531,6,197,78,0,0
1197,3533,6,240,98,0,0
1198,3536,6,192,75,0,0
1199,3538,6,101,46,0,0
1200,3540,6,151,56,0,0
1201,3541,6,149,54,0,0
1202,3542,6,118,39,0,0
1203,3552,6,204,83,0,0
1204,3560,6,242,102,0,0
1205,3562,6,182,71,0,0
1206,3563,6,157,59,0,0
1207,3564,6,159,60,0,0
1208,3566,6,77,37,0,0
1209,3567,6,118,46,0,0
1210,3568,6,164,63,0,0
1211,3577,6,168,75,0,0
1212,3579,6,149,68,0,0
1213,3583,6,185,76,0,0
1214,3586,6,157,59,0,0
1215,3588,6,107,39,0,0
1216,3589,6,122,47,0,0
1217,3598,6,121,67,0,0
1218,3599,6,82,30,0,0
1219,3600,6,76,24,0,0
1220,3602,6,152,60,0,0
1221,3605,6,150,52,0,0
1222,3611,6,171,61,0,0
1223,3614,6,112,43,0,0
1224,3615,6,136,48,0,0
1225,3616,6,130,56,0,0
1226,3617,6,181,68,0,0
1227,3618,6,172,66,0,0
1228,3622,6,178,73,0,0
1229,3623,6,163,61,0,0
1230,3628,6,122,44,0,0
1231,3630,6,124,62,0,0
1232,3633,6,191,78,0,0
1233,3634,6,143,62,0,0
1234,3635,6,185,73,0,0
1235,3636,6,102,35,0,0
1236,3637,6,112,41,0,0
1237,3639,6,226,91,0,0
1238,3642,6,172,72,0,0
1239,3643,6,61,28,0,0
1240,3644,6,210,89,0,0
1241,3653,6,166,62,0,0
1242,3656,6,190,76,0,0
1243,3657,6,168,70,0,0
1244,3658,6,176,72,0,0
1245,3660,6,188,79,0,0
1246,3664,6,180,74,0,0
1247,3670,6,149,54,0,0
1248,3672,6,139,47,0,0
1249,3673,6,81,29,0,0
1250,3674,6,133,53,0,0
1251,3677,6,129,46,0,0
1252,3679,6,113,38,0,0
1253,3681,6,134,47,0,0
1254,3682,6,140,51,0,0
1255,3685,6,177,70,0,0
1256,3686,6,191,72,0,0
1257,3690,6,161,61,0,0
1258,3694,6,169,73,0,0
1259,3695,6,185,73,0,0
1260,3696,6,169,63,0,0
1261,3700,6,166,60,0,0
1262,3702,6,146,51,0,0
1263,3703,6,110,41,0,0
1264,3705,6,137,53,0,0
1265,3710,6,104,36,0,0
1266,3723,6,177,69,0,0
1267,3724,6,115,39,0,0
1268,3726,6,200,73,0,0
1269,3733,6,116,51,0,0
1270,3734,6,152,59,0,0
1271,3735,6,162,56,0,0
1272,3736,6,106,40,0,0
1273,3737,6,120,45,0,0
1274,3738,6,131,44,0,0
1275,3751,6,163,62,0,0
1276,3756,6,154,74,0,0
1277,3760,6,176,74,0,0
1278,3761,6,139,49,0,0
1279,3764,6,206,80,0,0
1280,3766,6,206,82,0,0
1281,3769,6,129,45,0,0
1282,3773,6,236,106,0,0
1283,3774,6,137,55,0,0
1284,3776,6,173,70,0,0
1285,3781,6,92,30,0,0
1286,3784,6,153,59,0,0
1287,3787,6,198,77,0,0
1288,3791,6,148,54,0,0
1289,3793,6,82,30,0,0
1290,3797,6,118,39,0,0
1291,3798,6,192,80,0,0
1292,3802,6,144,52,0,0
1293,3803,6,169,71,0,0
1294,3804,6,156,74,0,0
1295,3805,6,185,66,0,0
1296,3810,6,55,19,0,0
1297,3813,6,141,65,0,0
1298,3815,6,151,52,0,0
1299,3816,6,209,88,0,0
1300,3821,6,173,70,0,0
1301,3822,6,139,60,0,0
1302,3823,6,198,83,0,0
1303,3826,6,169,71,0,0
1304,3829,6,162,60,0,0
1305,3832,6,90,39,0,0
1306,3834,6,168,60,0,0
1307,3836,6,114,41,0,0
1308,3838,6,140,52,0,0
1309,3842,6,176,67,0,0
1310,3848,6,144,66,0,0
1311,3849,6,171,71,0,0
1312,3850,6,134,54,0,0
1313,3853,6,175,89,0,0
1314,3855,6,164,62,0,0
1315,3862,6,140,49,0,0
1316,3865,6,149,61,0,0
1317,3869,6,178,71,0,0
1318,3870,6,99,41,0,0
1319,3871,6,168,69,0,0
1320,3876,6,166,78,0,0
1321,3877,6,189,71,0,0
1322,3882,6,194,66,0,0
1323,3888,6,198,76,0,0
1324,3889,6,95,36,0,0
1325,3893,6,123,52,0,0
1326,3895,6,161,70,0,0
1327,3897,6,183,69,0,0
1328,3898,6,120,43,0,0
1329,3899,6,139,55,0,0
1330,3900,6,140,50,0,0
1331,3905,6,144,63,0,0
1332,3907,6,196,73,0,0
1333,3915,6,195,85,0,0
1334,3919,6,165,64,0,0
1335,3929,6,105,39,0,0
1336,3930,6,124,61,0,0
1337,3934,6,192,69,0,0
1338,3935,6,141,56,0,0
1339,3941,6,182,70,0,0
1340,3945,6,167,60,0,0
1341,3946,6,123,47,0,0
1342,3947,6,140,49,0,0
1343,3950,6,108,44,0,0
1344,3956,6,244,94,0,0
1345,3958,6,176,73,0,0
1346,3959,6,182,73,0,0
1347,3961,6,182,66,0,0
1348,3962,6,162,67,0,0
1349,3968,6,135,52,0,0
1350,3973,6,96,34,0,0
1351,3974,6,136,66,0,0
1352,3979,6,184,69,0,0
1353,3980,6,191,74,0,0
1354,3982,6,162,58,0,0
1355,3984,6,117,38,0,0
1356,3989,6,167,66,0,0
1357,3991,6,239,110,0,0
1358,3992,6,138,52,0,0
1359,3993,6,106,37,0,0
1360,3994,6,133,52,0,0
1361,3995,6,185,79,0,0
1362,4004,6,151,69,0,0
1363,4007,6,188,77,0,0
1364,4009,6,144,54,0,0
1365,4012,6,214,89,0,0
1366,4013,6,149,58,0,0
1367,4017,6,164,62,0,0
1368,4021,6,185,79,0,0
1369,4022,6,135,51,0,0
1370,4026,6,168,68,0,0
1371,4027,6,159,55,0,0
1372,4029,6,127,47,0,0
1373,4031,6,128,52,0,0
1374,4036,6,185,76,0,0
1375,4039,6,122,45,0,0
1376,4041,6,179,67,0,0
1377,4042,6,141,62,0,0
1378,4043,6,110,45,0,0
1379,4045,6,126,49,0,0
1380,4047,6,169,75,0,0
1381,4049,6,157,72,0,0
1382,4052,6,180,73,0,0
1383,4055,6,134,53,0,0
1384,4061,6,100,52,0,0
1385,4068,6,148,57,0,0
1386,4074,6,134,50,0,0
1387,4076,6,166,66,0,0
1388,4077,6,147,55,0,0
1389,4079,6,163,73,0,0
1390,4080,6,109,40,0,0
1391,4082,6,118,43,0,0
1392,4083,6,167,69,0,0
1393,4086,6,155,73,0,0
1394,4088,6,197,77,0,0
1395,4091,6,142,55,0,0
1396,4092,6,32,16,0,0
1397,4093,6,80,27,0,0
1398,4094,6,107,31,0,0
1399,4095,6,101,38,0,0
1400,4101,6,144,65,0,0
1401,4103,6,140,53,0,0
1402,4107,6,162,59,0,0
1403,4109,6,203,85,0,0
1404,4110,6,231,98,0,0
1405,4112,6,162,64,0,0
1406,4117,6,127,44,0,0
1407,4120,6,179,85,0,0
1408,4125,6,155,58,0,0
1409,4128,6,238,100,0,0
1410,4133,6,155,59,0,0
1411,4138,6,127,48,0,0
1412,4149,6,190,80,0,0
1413,4151,6,162,76,0,0
1414,4154,6,154,59,0,0
1415,4155,6,153,66,0,0
1416,4161,6,191,78,0,0
1417,4162,6,71,24,0,0
1418,4169,6,194,76,0,0
1419,4170,6,127,52,0,0
1420,4172,6,174,68,0,0
1421,4174,6,177,83,0,0
1422,4176,6,162,75,0,0
1423,4178,6,157,62,0,0
1424,4179,6,161,63,0,0
1425,4182,6,122,48,0,0
1426,4185,6,148,79,0,0
1427,4186,6,202,86,0,0
1428,4187,6,162,65,0,0
1429,4189,6,125,44,0,0
1430,4190,6,151,59,0,0
1431,4193,6,90,23,0,0
1432,4195,6,131,50,0,0
1433,4197,6,144,61,0,0
1434,4203,6,193,72,0,0
1435,4206,6,201,85,0,0
1436,4209,6,134,49,0,0
1437,4213,6,125,47,0,0
1438,4218,6,127,44,0,0
1439,4220,6,113,37,0,0
1440,4222,6,139,54,0,0
1441,4225,6,47,13,0,0
1442,4231,6,172,66,0,0
1443,4232,6,193,81,0,0
1444,4233,6,174,64,0,0
1445,4239,6,148,58,0,0
1446,4240,6,166,61,0,0
1447,4241,6,116,36,0,0
1448,4243,6,147,62,0,0
1449,4244,6,191,70,0,0
1450,4247,6,158,62,0,0
1451,4248,6,193,82,0,0
1452,4253,6,99,40,0,0
1453,4255,6,110,40,0,0
1454,4256,6,134,52,0,0
1455,4257,6,167,63,0,0
1456,4260,6,122,50,0,0
1457,4261,6,166,68,0,0
1458,4265,6,187,78,0,0
1459,4272,6,166,65,0,0
1460,4273,6,138,49,0,0
1461,4275,6,163,68,0,0
1462,4276,6,158,67,0,0
1463,4278,6,147,57,0,0
1464,4283,6,142,54,0,0
1465,4287,6,115,39,0,0
1466,4292,6,79,25,0,0
1467,4294,6,125,43,0,0
1468,4296,6,199,78,0,0
1469,4299,6,184,77,0,0
1470,4300,6,200,77,0,0
1471,4310,6,175,70,0,0
1472,4321,6,169,67,0,0
1473,4324,6,121,47,0,0
1474,4332,6,146,57,0,0
1475,4335,6,169,63,0,0
1476,4336,6,189,68,0,0
1477,4337,6,187,80,0,0
1478,4340,6,174,72,0,0
1479,4342,6,168,58,0,0
1480,4343,6,170,60,0,0
1481,4344,6,172,63,0,0
1482,4346,6,190,72,0,0
1483,4347,6,104,35,0,0
1484,4349,6,161,62,0,0
1485,4360,6,129,45,0,0
1486,4362,6,128,52,0,0
1487,4363,6,103,42,0,0
1488,4364,6,169,65,0,0
1489,4366,6,175,65,0,0
1490,4368,6,155,58,0,0
1491,4369,6,153,61,0,0
1492,4377,6,125,53,0,0
1493,4379,6,96,33,0,0
1494,4382,6,122,56,0,0
1495,4385,6,148,52,0,0
1496,4389,6,135,56,0,0
1497,4390,6,159,72,0,0
1498,4395,6,172,60,0,0
1499,4396,6,209,78,0,0
1500,4399,6,216,84,0,0
1501,4404,6,186,66,0,0
1502,4412,6,87,28,0,0
1503,4414,6,144,55,0,0
1504,4415,6,100,42,0,0
1505,4422,6,136,48,0,0
1506,4423,6,196,79,0,0
1507,4425,6,192,72,0,0
1508,4426,6,192,76,0,0
1509,4428,6,152,55,0,0
1510,4431,6,125,47,0,0
1511,4437,6,146,51,0,0
1512,4441,6,103,36,0,0
1513,4446,6,107,45,0,0
1514,4461,6,166,67,0,0
1515,4462,6,175,64,0,0
1516,4463,6,150,72,0,0
1517,4468,6,218,100,0,0
1518,4469,6,127,53,0,0
1519,4473,6,136,54,0,0
1520,4475,6,168,71,0,0
1521,4476,6,155,64,0,0
1522,4486,6,178,71,0,0
1523,4488,6,144,55,0,0
1524,4489,6,193,96,0,0
1525,4490,6,169,67,0,0
1526,4495,6,149,57,0,0
1527,4500,6,61,22,0,0
1528,4501,6,180,82,0,0
1529,4506,6,105,39,0,0
1530,4507,6,149,62,0,0
1531,4509,6,164,69,0,0
1532,4511,6,193,79,0,0
1533,4518,6,197,82,0,0
1534,4523,6,137,57,0,0
1535,4531,6,115,46,0,0
1536,4532,6,104,41,0,0
1537,4537,6,162,74,0,0
1538,4538,6,140,58,0,0
1539,4539,6,110,46,0,0
1540,4542,6,150,61,0,0
1541,4544,6,78,24,0,0
1542,4548,6,87,31,0,0
1543,4551,6,193,75,0,0
1544,4557,6,150,62,0,0
1545,4559,6,129,55,0,0
1546,4561,6,148,58,0,0
1547,4571,6,139,52,0,0
1548,4572,6,136,47,0,0
1549,4575,6,143,51,0,0
1550,4578,6,187,69,0,0
1551,4579,6,146,53,0,0
1552,4585,6,130,48,0,0
1553,4587,6,127,46,0,0
1554,4592,6,178,70,0,0
1555,4593,6,180,78,0,0
1556,4594,6,204,79,0,0
1557,4597,6,81,26,0,0
1558,4600,6,167,65,0,0
1559,4601,6,68,23,0,0
1560,4603,6,130,51,0,0
1561,4605,6,139,54,0,0
1562,4606,6,139,58,0,0
1563,4615,6,237,89,0,0
1564,4623,6,88,34,0,0
1565,4624,6,172,67,0,0
1566,4625,6,210,91,0,0
1567,4627,6,206,84,0,0
1568,4629,6,140,55,0,0
1569,4630,6,111,41,0,0
1570,4634,6,144,56,0,0
1571,4635,6,139,54,0,0
1572,4637,6,146,51,0,0
1573,4643,6,113,43,0,0
1574,4647,6,164,59,0,0
1575,4649,6,182,72,0,0
1576,4651,6,82,26,0,0
1577,4652,6,158,63,0,0
1578,4655,6,106,32,0,0
1579,4659,6,162,60,0,0
1580,4664,6,145,51,0,0
1581,4666,6,81,31,0,0
1582,4669,6,147,52,0,0
1583,4673,6,186,80,0,0
1584,4675,6,198,79,0,0
1585,4679,6,143,54,0,0
1586,4681,6,121,51,0,0
1587,4682,6,151,67,0,0
1588,4683,6,209,79,0,0
1589,4691,6,145,54,0,0
1590,4692,6,136,46,0,0
1591,4694,6,181,78,0,0
1592,4697,6,120,41,0,0
1593,4698,6,158,66,0,0
1594,4700,6,186,75,0,0
1595,4702,6,178,65,0,0
1596,4703,6,93,31,0,0
1597,4705,6,130,63,0,0
1598,4706,6,119,44,0,0
1599,4710,6,132,59,0,0
1600,4712,6,155,57,0,0
1601,4715,6,110,38,0,0
1602,4716,6,167,76,0,0
1603,4717,6,204,83,0,0
1604,4720,6,190,69,0,0
1605,4726,6,156,59,0,0
1606,4730,6,168,66,0,0
1607,4733,6,184,77,0,0
1608,4737,6,184,76,0,0
1609,4749,6,176,71,0,0
1610,4754,6,133,49,0,0
1611,4761,6,140,45,0,0
1612,4762,6,112,31,0,0
1613,4764,6,126,42,0,0
1614,4766,6,184,76,0,0
1615,4769,6,145,53,0,0
1616,4770,6,169,77,0,0
1617,4772,6,157,66,0,0
1618,4777,6,113,39,0,0
1619,4780,6,215,79,0,0
1620,4785,6,135,57,0,0
1621,4786,6,122,61,0,0
1622,4787,6,151,50,0,0
1623,4790,6,123,43,0,0
1624,4792,6,179,73,0,0
1625,4793,6,130,57,0,0
1626,4794,6,156,63,0,0
1627,4803,6,134,54,0,0
1628,4805,6,151,60,0,0
1629,4807,6,164,60,0,0
1630,4810,6,146,59,0,0
1631,4812,6,139,51,0,0
1632,4813,6,157,59,0,0
1633,4823,6,143,52,0,0
1634,4827,6,202,79,0,0
1635,4828,6,53,19,0,0
1636,4829,6,108,42,0,0
1637,4832,6,240,92,0,0
1638,4835,6,199,74,0,0
1639,4836,6,173,67,0,0
1640,4838,6,131,55,0,0
1641,4839,6,194,73,0,0
1642,4840,6,182,72,0,0
1643,4845,6,114,48,0,0
1644,4848,6,153,58,0,0
1645,4853,6,131,56,0,0
1646,4855,6,151,59,0,0
1647,4862,6,169,61,0,0
1648,4865,6,144,52,0,0
1649,4866,6,143,63,0,0
1650,4872,6,111,40,0,0
1651,4875,6,192,76,0,0
1652,4876,6,174,66,0,0
1653,4881,6,139,58,0,0
1654,4885,6,138,52,0,0
1655,4886,6,204,74,0,0
1656,4895,6,146,52,0,0
1657,4905,6,146,66,0,0
1658,4908,6,98,30,0,0
1659,4912,6,191,83,0,0
1660,4913,6,206,87,0,0
1661,4916,6,100,49,0,0
1662,4918,6,217,87,0,0
1663,4924,6,197,75,0,0
1664,4925,6,171,63,0,0
1665,4926,6,125,48,0,0
1666,4930,6,148,54,0,0
1667,4933,6,193,84,0,0
1668,4934,6,226,88,0,0
1669,4936,6,197,84,0,0
1670,4937,6,165,75,0,0
1671,4938,6,119,46,0,0
1672,4941,6,122,43,0,0
1673,4947,6,174,82,0,0
1674,4948,6,174,70,0,0
1675,4972,6,94,38,0,0
1676,4977,6,155,56,0,0
1677,4979,6,162,63,0,0
1678,4984,6,119,44,0,0
1679,4985,6,119,45,0,0
1680,4987,6,170,69,0,0
1681,4988,6,137,59,0,0
1682,4990,6,167,69,0,0
1683,4991,6,100,32,0,0
1684,4992,6,151,62,0,0
1685,4993,6,91,33,0,0
1686,4998,6,136,49,0,0
1687,5003,6,141,57,0,0
1688,5005,6,93,28,0,0
1689,5006,6,173,73,0,0
1690,5008,6,73,25,0,0
1691,5009,6,117,47,0,0
1692,5014,6,136,49,0,0
1693,5017,6,132,46,0,0
1694,5020,6,145,54,0,0
1695,5022,6,86,32,0,0
1696,5024,6,178,66,0,0
1697,5028,6,201,88,0,0
1698,5030,6,158,67,0,0
1699,5032,6,141,49,0,0
1700,5035,6,166,61,0,0
1701,5038,6,188,83,0,0
1702,5039,6,137,62,0,0
1703,5040,6,173,65,0,0
1704,5048,6,190,76,0,0
1705,5049,6,115,41,0,0
1706,5050,6,171,67,0,0
1707,5051,6,147,50,0,0
1708,5056,6,85,27,0,0
1709,5059,6,145,52,0,0
1710,5061,6,117,44,0,0
1711,5062,6,174,69,0,0
1712,5065,6,194,79,0,0
1713,5066,6,109,45,0,0
1714,5069,6,135,54,0,0
1715,5070,6,132,49,0,0
1716,5074,6,108,45,0,0
1717,5077,6,167,60,0,0
1718,5078,6,132,63,0,0
1719,5081,6,176,67,0,0
1720,5085,6,157,60,0,0
1721,5087,6,146,61,0,0
1722,5088,6,217,86,0,0
1723,5092,6,107,42,0,0
1724,5096,6,170,78,0,0
1725,5097,6,129,56,0,0
1726,5102,6,184,69,0,0
1727,5109,6,180,89,0,0
1728,5116,6,194,72,0,0
1729,5119,6,162,59,0,0
1730,5120,6,141,55,0,0
1731,5125,6,111,43,0,0
1732,5129,6,178,74,0,0
1733,5131,6,139,47,0,0
1734,5137,6,180,75,0,0
1735,5140,6,197,76,0,0
1736,5145,6,147,52,0,0
1737,5146,6,151,62,0,0
1738,5149,6,112,50,0,0
1739,5150,6,168,68,0,0
1740,5151,6,183,71,0,0
1741,5152,6,150,53,0,0
1742,5153,6,80,24,0,0
1743,5155,6,167,64,0,0
1744,5158,6,215,87,0,0
1745,5159,6,168,58,0,0
1746,5163,6,126,49,0,0
1747,5166,6,145,54,0,0
1748,5170,6,148,55,0,0
1749,5175,6,161,58,0,0
1750,5182,6,172,62,0,0
1751,5185,6,165,65,0,0
1752,5188,6,134,48,0,0
1753,5191,6,166,59,0,0
1754,5192,6,90,37,0,0
1755,5193,6,146,53,0,0
1756,5197,6,186,67,0,0
1757,5199,6,225,92,0,0
1758,5206,6,130,59,0,0
1759,5212,6,167,64,0,0
1760,5213,6,211,74,0,0
1761,5214,6,104,38,0,0
1762,5216,6,104,39,0,0
1763,5217,6,190,79,0,0
1764,5219,6,111,39,0,0
1765,5220,6,190,68,0,0
1766,5222,6,173,69,0,0
1767,5226,6,175,63,0,0
1768,5229,6,137,63,0,0
1769,5231,6,79,36,0,0
1770,5233,6,173,69,0,0
1771,5235,6,158,65,0,0
1772,5238,6,145,52,0,0
1773,5243,6,171,68,0,0
1774,5244,6,95,36,0,0
1775,5245,6,138,62,0,0
1776,5246,6,179,74,0,0
1777,5255,6,142,65,0,0
1778,5262,6,135,52,0,0
1779,5263,6,227,85,0,0
1780,5274,6,119,52,0,0
1781,5275,6,182,72,0,0
1782,5276,6,205,85,0,0
1783,5278,6,172,61,0,0
1784,5282,6,122,53,0,0
1785,5283,6,178,66,0,0
1786,5284,6,134,43,0,0
1787,5285,6,178,77,0,0
1788,5286,6,194,83,0,0
1789,5289,6,174,73,0,0
1790,5295,6,127,45,0,0
1791,5301,6,212,98,0,0
1792,5304,6,128,48,0,0
1793,5305,6,151,62,0,0
1794,5314,6,164,65,0,0
1795,5316,6,128,44,0,0
1796,5318,6,178,77,0,0
1797,5319,6,117,51,0,0
1798,5320,6,164,58,0,0
1799,5321,6,190,72,0,0
1800,5324,6,169,69,0,0
1801,5328,6,171,71,0,0
1802,5329,6,150,58,0,0
1803,5331,6,165,63,0,0
1804,5333,6,84,26,0,0
1805,5334,6,195,80,0,0
1806,5336,6,151,53,0,0
1807,5337,6,163,64,0,0
1808,5341,6,183,77,0,0
1809,5343,6,199,80,0,0
1810,5349,6,127,56,0,0
1811,5350,6,152,68,0,0
1812,5353,6,88,32,0,0
1813,5354,6,195,79,0,0
1814,5355,6,148,62,0,0
1815,5357,6,104,39,0,0
1816,5359,6,176,68,0,0
1817,5360,6,104,35,0,0
1818,5366,6,89,42,0,0
1819,5368,6,150,52,0,0
1820,5370,6,200,89,0,0
1821,5382,6,100,36,0,0
1822,5384,6,202,86,0,0
1823,5386,6,126,46,0,0
